Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.585291,0.0727378,0,0,0,1.55453,-4.82402,5.8643,-2.59522,0.562569,0,0,0,2.57538,-8.17878,9.98387,-4.41998,1.02303,0,0,0,-0.13878,0.471497,-0.601851,0.277042,0,0,0,0,0,0,0,0
1.99271,0.0985123,0.10263,0.102428,-0.0294583,0.997879,-1.20599,0.505325,-0.0724928,0.600396,0.137148,0.0939404,-0.106993,-0.135286,0.16247,-0.05816,0.00714731,1.02146,-0.00471512,0.000286239,0.0147415,0.112226,-0.140851,0.0586187,-0.00832459,0,0,0,0,0,0,0,0
2.5071,0.912722,0.157875,-0.0413756,-0.000352644,-0.0284392,0.0311756,-0.0109462,0.00128771,0.622076,-0.067985,0.0471607,0.00641172,-0.0264771,0.0181088,-0.00524603,0.000558644,1.10537,0.0220184,-0.0114981,-0.00112908,0.00355903,-0.00192044,0.00045337,-3.91055e-05,0,0,0,0,0,0,0,0
0.505108,1.09073,0.0426274,-0.0121979,0.00471271,23.4094,-111.804,185.045,-104.898,0.641787,0.0510118,0.00362357,-0.00178218,67.4161,-316.162,517.752,-291.461,1.10914,-0.0104879,-0.00106471,0.00266633,-3.80535,18.7905,-31.6772,18.1672,0,0,0,0,0,0,0,0
1.93575,1.1507,0.0223793,-0.00297346,-0.000325984,0.010122,-0.0195255,0.00992322,-0.00160608,0.815088,0.161274,0.0537189,0.00106289,1.08897,-1.38167,0.599877,-0.0888666,1.10035,0.0074373,0.00720949,-5.50329e-05,0.110596,-0.138026,0.0593295,-0.00873448,0,0,0,0,0,0,0,0
0.511478,1.15046,-0.0431392,-0.0203122,-0.00331424,-15.912,73.6131,-118.926,66.0608,1.58391,0.0753589,-0.0562236,0.0123503,7.19731,-34.7663,57.7799,-32.7285,1.17465,0.0119835,-0.00813141,-0.00122428,0.623179,-3.30881,5.76788,-3.3616,0,0,0,0,0,0,0,0
1.60847,1.08615,-0.0915812,-0.0282472,-0.000925342,-1.6618,2.47201,-1.27589,0.225947,1.61977,0.0165191,-0.00253273,0.0157162,0.477283,-0.72655,0.376595,-0.066719,1.1778,-0.00589312,-0.00915206,0.000963478,-0.168746,0.269961,-0.144623,0.0261847,0,0,0,0,0,0,0,0
0.928475,0.551807,-0.149157,0.0242783,0.00631301,-3.8992,10.4017,-9.50897,2.9612,1.74082,-0.00128943,-0.0260106,0.0022463,-1.56344,4.07258,-3.65147,1.12101,1.15051,0.029976,0.00983894,-0.002714,0.931069,-2.5,2.28644,-0.711492,0,0,0,0,0,0,0,0
1.28164,0.388266,-0.00865747,0.0376403,-0.00387777,1.09437,-2.05228,1.33,-0.295393,1.69471,-0.00638686,0.0300249,0.0090219,2.3204,-4.21169,2.68182,-0.589325,1.19317,0.00788377,-0.0138003,-0.00108716,-0.40316,0.757869,-0.490417,0.108738,0,0,0,0,0,0,0,0
1.3778,0.503373,0.0286818,-0.0197324,-0.000549778,-0.0387129,0.0920391,-0.0601242,0.0127858,1.98966,0.196321,0.0109929,-0.0126508,1.9269,-3.4995,2.1667,-0.455858,1.15542,-0.00548327,0.0116843,0.000734607,0.274147,-0.483191,0.292027,-0.0603748,0,0,0,0,0,0,0,0
0.349194,0.530677,0.0456705,0.0274885,0.00082873,30.7685,-209.209,495.982,-404.018,2.34199,-0.0229961,-0.0344005,0.0191872,-19.8523,134.987,-319.742,260.227,1.18948,0.00131467,-0.0103429,0.000126899,-2.36881,15.497,-35.8223,28.6708,0,0,0,0,0,0,0,0
1.42977,0.56472,0.0758166,0.0256032,-0.00226681,1.99761,-3.33156,1.93259,-0.384869,2.32132,-0.0439205,0.000116539,0.0214067,0.529526,-0.841131,0.467669,-0.0902408,1.18713,-0.00929433,-0.00804173,0.00228829,-0.123038,0.223062,-0.134175,0.0272326,0,0,0,0,0,0,0,0
1.2895,0.969723,0.145284,-0.00550438,-0.00337776,2.11464,-4.00227,2.61116,-0.582102,2.40146,0.072696,-0.00519534,-0.00576045,0.693616,-1.34022,0.885882,-0.199229,1.16909,0.0224612,0.0186302,-0.00167783,0.591984,-1.14744,0.754751,-0.16887,0,0,0,0,0,0,0,0
0.83342,1.27185,0.0459804,-0.0257435,-0.00100033,-0.236566,0.38384,-0.202282,0.0277637,2.50536,-0.00932043,-0.0201089,-0.00332566,-3.97617,11.0633,-10.8377,3.66524,1.24003,-0.0123897,-0.0262617,-0.00332784,-4.50072,12.6145,-12.402,4.20341,0,0,0,0,0,0,0,0
1.89442,1.27188,-0.0437484,-0.0215939,0.00333427,-0.352797,0.455332,-0.201992,0.0305882,2.40365,-0.117501,-0.0371788,0.00133552,-0.920359,1.17975,-0.520816,0.0786386,1.12824,-0.114943,-0.02589,0.00385102,-0.699791,0.90306,-0.400336,0.0606216,0,0,0,0,0,0,0,0
